submission_id,participant_id,status,custom_study_tncs_accepted_at,started_at,completed_at,reviewed_at,archived_at,time_taken,completion_code,total_approvals,fluent_languages,age,sex,ethnicity_simplified,country_of_birth,country_of_residence,nationality,language,student_status,employment_status
663ca0253c378b282c3cb6ad,5f280cc370354e08a8f2895c,APPROVED,Not Applicable,2024-05-09T10:06:29.513000Z,2024-05-09T10:38:12.656000Z,2024-05-09T19:50:00.466000Z,2024-05-09T10:38:13.112138Z,1904,C1E7Y3R1,485,"English, Hindi",45,Female,Asian,India,United Kingdom,United Kingdom,Hindi,No,Unemployed (and job seeking)
663ca16ec943bff4a8dedecf,62f3b543dce069211e8e982c,APPROVED,Not Applicable,2024-05-09T10:11:58.087000Z,2024-05-09T10:35:59.524000Z,2024-05-09T19:56:05.329000Z,2024-05-09T10:36:00.031441Z,1442,C1E7Y3R1,1413,English,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663ca22577b07027ba0f939f,602e913f090088a4ec214921,APPROVED,Not Applicable,2024-05-09T10:15:01.687000Z,2024-05-09T10:55:38.691000Z,2024-05-09T20:48:43.991000Z,2024-05-09T10:55:39.174639Z,2438,C1E7Y3R1,1303,English,41,Female,Black,Zimbabwe,United Kingdom,Zimbabwe,English,No,Full-Time
663ca271c9636ef06555ffa8,651ae29f9334283dc9199467,APPROVED,Not Applicable,2024-05-09T10:16:17.603000Z,2024-05-09T10:41:30.967000Z,2024-05-09T20:50:16.069000Z,2024-05-09T10:44:19.103862Z,1514,C1E7Y3R1,644,English,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663ca3118d055e97091d6da5,6234a3d5cd2f63c705e5842d,APPROVED,Not Applicable,2024-05-09T10:18:57.325000Z,2024-05-09T10:39:07.653000Z,2024-05-09T20:50:51.506000Z,2024-05-09T11:39:09.003112Z,1211,C1E7Y3R1,1629,English,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663ca3f18b2fc11e061ebd06,5eaecb0824839e59ed3523eb,APPROVED,Not Applicable,2024-05-09T10:25:12.778000Z,2024-05-09T10:50:57.686000Z,2024-05-09T20:53:27.253000Z,2024-05-09T10:50:58.187864Z,1545,C1E7Y3R1,2295,"English, Polish, Spanish",39,Male,White,Poland,United Kingdom,United Kingdom,Polish,No,Full-Time
663ca44beaad607e9c01a3ba,61282ca83be28773ac7c421f,APPROVED,Not Applicable,2024-05-09T10:24:11.753000Z,2024-05-09T11:12:41.036000Z,2024-05-09T20:51:47.898000Z,2024-05-09T11:15:56.651601Z,2910,C1E7Y3R1,2535,English,44,Female,White,United States,United States,United States,English,No,Part-Time
663ca54cc6d954b10f517b0f,643586e85e731b5eec977508,APPROVED,Not Applicable,2024-05-09T10:28:43.556000Z,2024-05-09T11:43:29.418000Z,2024-05-09T20:55:37.304000Z,2024-05-09T11:43:30.170483Z,4486,NOCODE,588,English,59,Male,Black,Nigeria,United Kingdom,Nigeria,Afrikaans,No,Part-Time
663ca605eaf3298e906b8e30,5f0f7fe1d7ad1c000b42d091,APPROVED,Not Applicable,2024-05-09T10:31:46.404000Z,2024-05-09T10:57:05.187000Z,2024-05-09T20:56:06.582000Z,2024-05-09T10:57:05.682621Z,1519,C1E7Y3R1,2407,"Spanish, English",27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
663ca70f5b4e973e1c829ed1,6547cc9659e7f644c638ff4d,APPROVED,Not Applicable,2024-05-09T10:35:59.558000Z,2024-05-09T11:09:46.173000Z,2024-05-09T20:57:29.807000Z,2024-05-09T11:09:46.713776Z,2027,C1E7Y3R1,276,"Dutch, English, German",52,Male,Other,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,Full-Time
663ca79480398cddb8973d2f,5eb7dec5245b8670ff3536f2,APPROVED,Not Applicable,2024-05-09T10:38:12.707000Z,2024-05-09T11:39:05.081000Z,2024-05-09T20:58:12.943000Z,2024-05-09T11:39:05.714354Z,3653,C1E7Y3R1,1444,English,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663ca7cb0dd8bea4b8636de0,5c50efd2cc71f4000125ce0d,APPROVED,Not Applicable,2024-05-09T10:39:25.256000Z,2024-05-09T11:04:17.291000Z,2024-05-09T21:08:44.589000Z,2024-05-09T11:04:17.822091Z,1493,C1E7Y3R1,1706,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663ca85b94110ad8468ec8e9,65580768f9436cc14ed21839,APPROVED,Not Applicable,2024-05-09T10:41:36.439000Z,2024-05-09T11:10:00.969000Z,2024-05-09T21:50:58.696000Z,2024-05-09T11:10:01.733206Z,1705,C1E7Y3R1,293,English,32,Female,Asian,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
663caa91fc99aa23805069a9,5c5ca0ce4ee81200018eaf51,APPROVED,Not Applicable,2024-05-09T10:50:57.701000Z,2024-05-09T11:19:41.579000Z,2024-05-09T21:51:25.531000Z,2024-05-09T11:19:42.137321Z,1724,C1E7Y3R1,1146,"Afrikaans, English",54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
663cac01b6c565f21204fdc5,63cf80c4d375aee306c35b26,APPROVED,Not Applicable,2024-05-09T10:58:00.815000Z,2024-05-09T11:34:22.205000Z,2024-05-09T22:03:39.039000Z,2024-05-09T11:34:22.798470Z,2182,C1E7Y3R1,644,"English, French, German",34,Male,Black,Nigeria,United Kingdom,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
663cac62977395bb607bffca,642b3aab1e4144843eb82d33,APPROVED,Not Applicable,2024-05-09T10:58:42.273000Z,2024-05-09T11:23:08.090000Z,2024-05-09T22:04:37.176000Z,2024-05-09T11:23:08.748748Z,1466,C1E7Y3R1,441,English,36,Female,Mixed,Australia,Australia,Australia,English,Yes,Full-Time
663cadb1d3b3961675c229a0,5c366fc38821900001b38b67,APPROVED,Not Applicable,2024-05-09T11:04:24.063000Z,2024-05-09T11:34:11.927000Z,2024-05-10T07:03:47.630000Z,2024-05-09T11:34:12.879763Z,1788,C1E7Y3R1,2217,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663caefa1b9013f9af23003a,5a5e14fc8e625900017626a9,APPROVED,Not Applicable,2024-05-09T11:09:46.169000Z,2024-05-09T11:33:30.203000Z,2024-05-10T07:04:26.992000Z,2024-05-09T11:33:30.814316Z,1425,C1E7Y3R1,2515,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663caf0bebca0940d6a5aa6c,6156fef09d1ab07148870099,APPROVED,Not Applicable,2024-05-09T11:10:08.542000Z,2024-05-09T11:38:08.587000Z,2024-05-09T15:33:38.457000Z,2024-05-09T11:38:12.794796Z,1681,C1E7Y3R1,2100,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663cb14daa1768420a316bb0,582f8bbd4cadc80001b0fbd3,APPROVED,Not Applicable,2024-05-09T11:19:41.758000Z,2024-05-09T11:48:28.924000Z,2024-05-10T07:12:18.426000Z,2024-05-09T11:49:24.760064Z,1728,C1E7Y3R1,2280,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663cb21cab9defac290e895c,58bef6fd31de840001e84ba0,APPROVED,Not Applicable,2024-05-09T11:23:08.435000Z,2024-05-09T12:25:48.146000Z,2024-05-10T07:12:40.065000Z,2024-05-09T12:25:48.745520Z,3760,C1E7Y3R1,1088,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663cb22f5a203b0efbdd0a41,65fd99e73ff53a8211e10e71,APPROVED,Not Applicable,2024-05-09T11:23:27.085000Z,2024-05-09T11:47:08.694000Z,2024-05-10T07:13:56.692000Z,2024-05-09T11:49:07.564110Z,1422,C1E7Y3R1,101,English,25,Female,White,United States,United States,United States,English,No,Full-Time
663cb48eae73ddda8d63172e,6557ebf8541bd32382739c1a,APPROVED,Not Applicable,2024-05-09T11:33:42.507000Z,2024-05-09T12:03:58.036000Z,2024-05-10T07:14:14.789000Z,2024-05-09T12:03:58.712930Z,1816,C1E7Y3R1,237,"Vietnamese, English",30,Female,Asian,Vietnam,Australia,Vietnam,Vietnamese,Yes,Full-Time
663cb4b4e94a5fa0f696c44a,5fcfb1fe79b8060e0662270a,APPROVED,Not Applicable,2024-05-09T11:34:12.340000Z,2024-05-09T11:59:58.388000Z,2024-05-10T07:14:55.266000Z,2024-05-09T11:59:59.021928Z,1547,C1E7Y3R1,1789,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
663cb4be066e8d9017f40f69,604e7009ec21c0e9b6990c6f,APPROVED,Not Applicable,2024-05-09T11:35:17.745000Z,2024-05-09T11:53:07.631000Z,2024-05-10T07:15:44.163000Z,2024-05-09T11:53:08.086581Z,1070,C1E7Y3R1,1284,English,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663cb5a1edb2d013ec1f8198,65bd29a33fe10dcc8e183b52,APPROVED,Not Applicable,2024-05-09T11:38:55.138000Z,2024-05-09T12:57:40.329000Z,2024-05-10T08:09:20.960000Z,2024-05-09T12:57:54.941872Z,4726,NOCODE,155,English,27,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
663cb5da2627ff3be84b31bf,62b4370c9a89e5a09c4447de,APPROVED,Not Applicable,2024-05-09T11:39:06.061000Z,2024-05-09T12:02:20.545000Z,2024-05-10T07:17:02.625000Z,2024-05-09T12:02:21.082941Z,1395,C1E7Y3R1,1252,English,41,Female,Asian,United Kingdom,United Kingdom,United Kingdom,DATA_EXPIRED,DATA_EXPIRED,Part-Time
663cb6e1ef80a6c237c68de0,65e8c60269bf545c378b7853,APPROVED,Not Applicable,2024-05-09T11:43:29.421000Z,2024-05-09T13:00:16.456000Z,2024-05-10T07:17:26.923000Z,2024-05-09T13:00:17.047526Z,4608,NOCODE,250,English,40,Male,Black,United States,United States,United States,English,Yes,Full-Time
663cefa20ce442c5b7305b58,64581c19e5e95ab59f07be23,APPROVED,Not Applicable,2024-05-09T15:45:45.691000Z,2024-05-09T16:05:44.095000Z,2024-05-10T08:10:04.851000Z,2024-05-09T16:05:48.557751Z,1199,C1E7Y3R1,311,"Dutch, English, Portuguese, Spanish, Papiamento",25,Male,White,Aruba,Netherlands,Netherlands,English,Yes,Full-Time
663cf0246d1e9d9dbd32ca58,657873a2a8c5516a28606b5e,APPROVED,Not Applicable,2024-05-09T15:48:07.047000Z,2024-05-09T16:09:48.884000Z,2024-05-10T08:10:57.383000Z,2024-05-09T16:09:50.080303Z,1302,C1E7Y3R1,161,English,35,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
663cf0383984a604bd18df0e,60fa0929b83c13a26cd1b8d7,APPROVED,Not Applicable,2024-05-09T15:48:12.264000Z,2024-05-09T16:39:23.836000Z,2024-05-10T08:12:18.149000Z,2024-05-09T16:40:13.943548Z,3072,C1E7Y3R1,666,"English, Hindi, Gujarati",32,Female,Asian,India,Canada,India,Gujarati,No,Full-Time
663cf06057bce8d03d54d3e5,6050acf587bc4d19589f8002,APPROVED,Not Applicable,2024-05-09T15:49:01.426000Z,2024-05-09T16:40:19.382000Z,2024-05-10T08:12:37.927000Z,2024-05-09T16:40:36.483220Z,3078,C1E7Y3R1,900,"English, Hungarian",80,Female,White,Hungary,United Kingdom,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED
663cf090ad521bcb3590f60c,5e7bc150e9efba1eeee1a9ca,APPROVED,Not Applicable,2024-05-09T15:49:40.862000Z,2024-05-09T17:03:50.341000Z,2024-05-10T08:13:21.329000Z,2024-05-09T17:03:51.218953Z,4450,C1E7Y3R1,408,"English, Spanish",22,Female,Other,Mexico,United Kingdom,Mexico,Spanish,Yes,Full-Time
663cf0a01e4a92756d2e8934,5be8721025507300010dc142,APPROVED,Not Applicable,2024-05-09T15:50:31.871000Z,2024-05-09T16:12:14.302000Z,2024-05-10T08:13:44.161000Z,2024-05-09T16:12:15.525602Z,1303,C1E7Y3R1,275,"English, Polish, Swedish",29,Female,White,Poland,Sweden,Poland,Polish,DATA_EXPIRED,Full-Time
663cf10377c99298d87cc73e,5f7af40fe087e400087a9f16,APPROVED,Not Applicable,2024-05-09T15:51:37.187000Z,2024-05-09T16:11:52.332000Z,2024-05-10T08:16:47.567000Z,2024-05-09T16:11:53.368206Z,1216,C1E7Y3R1,393,English,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663cf1214af70fbe578dad9f,5fb07c9ec19dcc47ed7175a7,APPROVED,Not Applicable,2024-05-09T15:52:08.919000Z,2024-05-09T16:47:10.571000Z,2024-05-10T08:17:42.286000Z,2024-05-09T16:49:25.124472Z,3302,C1E7Y3R1,217,"English, Spanish",27,Female,White,Spain,United Kingdom,Spain,Spanish,DATA_EXPIRED,Unemployed (and job seeking)
663cf13f2cfec55ed4e8dc73,5e553f8783c96c539f0d101e,APPROVED,Not Applicable,2024-05-09T15:54:07.796000Z,2024-05-09T16:17:15.889000Z,2024-05-10T08:21:14.204000Z,2024-05-09T16:17:16.526090Z,1389,C1E7Y3R1,353,English,32,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
663cf256f6fa6cf4616609c0,60a420249c993b3fda36dfe6,APPROVED,Not Applicable,2024-05-09T15:59:53.842000Z,2024-05-09T16:22:43.304000Z,2024-05-10T08:22:03.906000Z,2024-05-09T16:25:22.858873Z,1370,C1E7Y3R1,152,English,29,Female,White,Canada,Canada,Canada,English,No,Full-Time
663cf46f703f6f79a0946664,5c93073250e4fb0001f7907b,APPROVED,Not Applicable,2024-05-09T16:06:15.720000Z,2024-05-09T16:26:13.606000Z,2024-05-10T08:22:41.739000Z,2024-05-09T16:26:18.713242Z,1198,C1E7Y3R1,1154,English,41,Female,White,Canada,Canada,Ukraine,English,No,Full-Time
663cf556f5766ae9aacfe165,63f77cac11a2ddb8e7276c44,APPROVED,Not Applicable,2024-05-09T16:10:13.197000Z,2024-05-09T16:49:40.898000Z,2024-05-10T08:24:11.363000Z,2024-05-09T16:50:24.081264Z,2368,C1E7Y3R1,552,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
663cf60e760d1fd23f3e80d8,60458ea6add21e6e79166fc8,APPROVED,Not Applicable,2024-05-09T16:13:16.784000Z,2024-05-09T16:43:46.387000Z,2024-05-10T08:28:17.121000Z,2024-05-09T16:43:46.955393Z,1830,C1E7Y3R1,641,"English, French",36,Female,White,Canada,Canada,Canada,English,No,Part-Time
663cf85e80eedc7d28bd6b85,6548f985729af1f81c1f92eb,APPROVED,Not Applicable,2024-05-09T16:31:37.314000Z,2024-05-09T16:57:56.143000Z,2024-05-10T08:37:45.335000Z,2024-05-09T17:00:14.119344Z,1579,C1E7Y3R1,296,English,41,Male,White,Canada,Canada,Canada,English,No,Full-Time
663cf866e2986c4e8ee4f69f,5de25e3fce20cd28846a7d5b,APPROVED,Not Applicable,2024-05-09T16:25:41.096000Z,2024-05-09T16:45:24.120000Z,2024-05-10T08:29:08.992000Z,2024-05-09T16:45:28.014947Z,1184,C1E7Y3R1,2531,English,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663cf9307b39d6c14fbc05f5,5b25100be72c860001632802,APPROVED,Not Applicable,2024-05-09T16:26:34.163000Z,2024-05-09T17:11:29.894000Z,2024-05-10T08:29:43.989000Z,2024-05-09T17:12:31.101682Z,2696,C1E7Y3R1,900,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663cfc3c7f91a9838c5254f2,5a8d6772f49c9a0001f3cd72,APPROVED,Not Applicable,2024-05-09T16:39:34.027000Z,2024-05-09T17:29:14.946000Z,2024-05-10T08:38:15.739000Z,2024-05-09T17:29:15.719822Z,2981,C1E7Y3R1,2270,"French, English",61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
663cfd4b1ff1ad5345b728ff,5d8878251f684d0001737c56,APPROVED,Not Applicable,2024-05-09T16:44:02.314000Z,2024-05-09T17:01:07.557000Z,2024-05-10T08:41:31.088000Z,2024-05-09T17:01:08.181168Z,1026,C1E7Y3R1,132,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663cfda494e84c827780ff77,60173ba4df028898aa20838a,APPROVED,Not Applicable,2024-05-09T16:45:24.130000Z,2024-05-09T17:06:25.753000Z,2024-05-10T08:42:19.057000Z,2024-05-09T17:06:26.243214Z,1262,C1E7Y3R1,647,"English, Malayalam",29,Male,Other,India,Canada,India,Malayalam,No,Full-Time
663cfe0a881d7677a0659985,5d7f598628843a00181eb444,APPROVED,Not Applicable,2024-05-09T16:47:06.227000Z,2024-05-09T17:14:04.302000Z,2024-05-10T08:43:43.523000Z,2024-05-09T17:14:04.806652Z,1619,C1E7Y3R1,2397,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
663cfe15764916604d1d6aae,576311d7151e5d000889e2e7,APPROVED,Not Applicable,2024-05-09T16:47:34.590000Z,2024-05-09T17:19:13.588000Z,2024-05-10T08:45:19.716000Z,2024-05-09T18:19:15.098323Z,1899,C1E7Y3R1,1085,English,51,Male,Mixed,Canada,Canada,Canada,English,No,Other
663cfea46c42c203ff5a2573,60ec17bbca621383f7703474,APPROVED,Not Applicable,2024-05-09T16:49:40.926000Z,2024-05-09T17:11:56.229000Z,2024-05-10T08:45:45.838000Z,2024-05-09T17:12:36.773759Z,1336,C1E7Y3R1,680,English,23,Male,White,Australia,Australia,Australia,English,Yes,DATA_EXPIRED
663d00963fc03a1239d7d504,609c2dcbc88bdd19e0be4b98,APPROVED,Not Applicable,2024-05-09T16:57:58.589000Z,2024-05-09T17:25:15.502000Z,2024-05-10T08:46:34.478000Z,2024-05-09T17:25:53.518133Z,1637,C1E7Y3R1,1270,English,44,Female,Black,Zimbabwe,United Kingdom,Zimbabwe,English,No,Full-Time
663d01598d5220efd6461aa1,59b044b4d98aab00019bad5a,APPROVED,Not Applicable,2024-05-09T17:01:25.361000Z,2024-05-09T17:17:46.334000Z,2024-05-10T08:48:05.975000Z,2024-05-09T17:17:46.827979Z,981,C1E7Y3R1,1214,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663d01f612574843665e6209,57be9976c5234c00014706c1,APPROVED,Not Applicable,2024-05-09T17:03:55.627000Z,2024-05-09T17:27:57.615000Z,2024-05-10T08:50:12.591000Z,2024-05-09T17:27:58.190026Z,1442,C1E7Y3R1,1669,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663d02945e508edb2af82122,65385b6fc5c3ece263dc6085,APPROVED,Not Applicable,2024-05-09T17:06:28.677000Z,2024-05-09T17:49:23.946000Z,2024-05-10T08:50:51.842000Z,2024-05-09T17:49:24.742378Z,2576,C1E7Y3R1,379,English,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
663d03ab8bffe0db48716427,5f5a5d4618746310515e2828,APPROVED,Not Applicable,2024-05-09T17:11:27.917000Z,2024-05-09T17:45:23.630000Z,2024-05-10T08:53:32.438000Z,2024-05-09T17:45:24.618364Z,2036,C1E7Y3R1,262,"English, Urdu",22,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
663d03dcfa92cbe7c0faf4b1,5eea7f7eeaccd018d7218549,APPROVED,Not Applicable,2024-05-09T17:11:56.519000Z,2024-05-09T17:30:14.995000Z,2024-05-10T08:56:19.163000Z,2024-05-09T17:30:15.525254Z,1099,C1E7Y3R1,497,"French, English, Tagalog-Filipino",22,Male,Asian,Canada,Canada,Canada,Tagalog-Filipino,Yes,Part-Time
663d045cf8064ded728f03c7,5e99c8efae829502a02f6fc8,APPROVED,Not Applicable,2024-05-09T17:14:04.363000Z,2024-05-09T18:10:38.059000Z,2024-05-10T08:57:24.139000Z,2024-05-09T18:10:38.623576Z,3394,C1E7Y3R1,2080,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d05974706de224e446390,5b22d5a51eef1b00016f3bbf,APPROVED,Not Applicable,2024-05-09T17:19:50.914000Z,2024-05-09T17:53:58.091000Z,2024-05-10T08:58:05.239000Z,2024-05-09T17:54:55.176137Z,2048,C1E7Y3R1,1760,English,34,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d06fb9ebf764b964bcefe,65aac5df3acade1364859d7f,APPROVED,Not Applicable,2024-05-09T17:25:15.753000Z,2024-05-09T17:51:38.762000Z,2024-05-10T08:58:44.956000Z,2024-05-09T17:53:39.942958Z,1584,C1E7Y3R1,250,English,47,Female,White,Canada,United States,United States,English,No,Part-Time
663d07001afb0331160bd3e4,6023f94d1951e70ae21770ec,APPROVED,Not Applicable,2024-05-09T17:25:20.178000Z,2024-05-09T17:45:38.643000Z,2024-05-10T09:00:28.762000Z,2024-05-09T17:45:39.238310Z,1219,C1E7Y3R1,1043,"English, Lithuanian",36,Male,White,United Kingdom,United Kingdom,United Kingdom,Lithuanian,Yes,Full-Time
663d079eec15946c42f25233,6567ae0e8905da3905e013bf,APPROVED,Not Applicable,2024-05-09T17:27:58.389000Z,2024-05-09T17:56:37.945000Z,2024-05-10T20:33:16.873000Z,2024-05-09T17:56:38.471431Z,1720,C1E7Y3R1,345,English,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663d0828f9b4fcd3f84f6264,59fc8aba087f2e0001ead671,APPROVED,Not Applicable,2024-05-09T17:30:16.915000Z,2024-05-09T18:07:38.950000Z,2024-05-10T20:34:47.814000Z,2024-05-09T18:07:39.507244Z,2243,C1E7Y3R1,847,English,44,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
663d08d82c9e6904d24a7da2,6566513f9e98445866f964f1,APPROVED,Not Applicable,2024-05-09T17:33:27.563000Z,2024-05-09T18:06:07.963000Z,2024-05-10T20:35:31.249000Z,2024-05-09T18:06:08.621789Z,1961,C1E7Y3R1,102,English,56,Male,White,Ukraine,Canada,Canada,English,No,Full-Time
663d0bb833969de8f63ba4f3,5f0749f67f6e1a31b1a0b918,APPROVED,Not Applicable,2024-05-09T17:46:08.355000Z,2024-05-09T18:12:22.601000Z,2024-05-10T20:37:20.537000Z,2024-05-09T18:14:24.468690Z,1575,C1E7Y3R1,337,English,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663d0bc2c6e0b969b75522f0,5c50046b2b89f500015e5f6b,APPROVED,Not Applicable,2024-05-09T17:45:42.318000Z,2024-05-09T18:02:06.523000Z,2024-05-10T20:36:20.450000Z,2024-05-09T18:04:24.475044Z,985,C1E7Y3R1,1184,English,33,Male,Asian,United States,United States,Vietnam,English,DATA_EXPIRED,DATA_EXPIRED
663d0ca44325dccb5c940116,6518cf249463264599a7918d,APPROVED,Not Applicable,2024-05-09T17:49:43.278000Z,2024-05-09T18:21:01.026000Z,2024-05-10T20:37:54.416000Z,2024-05-09T18:21:01.552926Z,1878,C1E7Y3R1,1617,English,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663d0d2a4459e7f3f5c1733b,5978f6f009bdcf000153f43d,APPROVED,Not Applicable,2024-05-09T17:51:38.807000Z,2024-05-09T18:21:44.605000Z,2024-05-10T20:38:17.632000Z,2024-05-09T18:21:45.127816Z,1806,C1E7Y3R1,2741,English,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d0d66e47b825cfd47b4ef,5d53bffa147a7d00015aae5a,APPROVED,Not Applicable,2024-05-09T17:52:45.585000Z,2024-05-09T18:07:39.271000Z,2024-05-10T20:39:19.048000Z,2024-05-09T18:07:40.022454Z,894,C1E7Y3R1,3136,English,31,Female,White,United States,United States,United States,English,No,Full-Time
663d0db6806c605fd50ba752,6346e10721ce6a0ebc5a5907,APPROVED,Not Applicable,2024-05-09T17:53:58.723000Z,2024-05-09T18:18:34.678000Z,2024-05-10T20:39:50.769000Z,2024-05-09T18:18:35.131818Z,1476,C1E7Y3R1,304,English,32,Prefer not to say,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d0e56806c605fd50ba795,65be5c84defe30b60960f46f,APPROVED,Not Applicable,2024-05-09T17:56:49.044000Z,2024-05-09T18:55:59.776000Z,2024-05-10T20:40:34.257000Z,2024-05-09T18:56:56.099023Z,3551,C1E7Y3R1,323,"Arabic, English",29,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
663d1090f31b94bd2d420d3b,62714a240ed387f760f6741b,APPROVED,Not Applicable,2024-05-09T18:06:08.432000Z,2024-05-09T18:38:10.445000Z,2024-05-10T20:41:34.830000Z,2024-05-09T18:40:13.609858Z,1923,C1E7Y3R1,1885,English,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
663d10eb16a75e8d90484f7a,5cd89ac3575359001dc46b76,APPROVED,Not Applicable,2024-05-09T18:07:51.589000Z,2024-05-09T18:56:59.594000Z,2024-05-10T20:42:00.561000Z,2024-05-09T18:57:07.459162Z,2949,C1E7Y3R1,2952,"English, Urdu",48,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d10ec0bc09976821b4066,613dd1a6c18d06d2e464131b,APPROVED,Not Applicable,2024-05-09T18:07:58.291000Z,2024-05-09T18:32:34.474000Z,2024-05-10T20:42:51.481000Z,2024-05-09T19:33:03.501917Z,1477,C1E7Y3R1,123,"Bengali, English",31,Female,Asian,United Kingdom,United Kingdom,United Kingdom,Bengali,No,Part-Time
663d12070b5db389120bdb74,65de18036cf5d10beb26c723,APPROVED,Not Applicable,2024-05-09T18:12:23.166000Z,2024-05-09T19:20:57.506000Z,2024-05-10T20:46:06.198000Z,2024-05-09T19:22:34.661618Z,4115,C1E7Y3R1,186,English,32,Female,Black,Nigeria,United Kingdom,Nigeria,Other,No,Part-Time
663d120c7979122cf8484fdd,58174d95a22f0f0001a3f0be,APPROVED,Not Applicable,2024-05-09T18:12:28.557000Z,2024-05-09T18:32:32.210000Z,2024-05-10T20:46:31.067000Z,2024-05-09T18:32:32.698250Z,1204,C1E7Y3R1,2379,English,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d12d3c6518fc3cbf172c0,6525684f0a285b2386b10497,APPROVED,Not Applicable,2024-05-09T18:15:47.948000Z,2024-05-09T18:42:39.052000Z,2024-05-10T20:46:54.027000Z,2024-05-09T18:43:26.545672Z,1612,C1E7Y3R1,557,English,33,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d140d44b074f6de814edf,63e61d24e1c77b4b584e879f,APPROVED,Not Applicable,2024-05-09T18:21:06.522000Z,2024-05-09T18:37:13.871000Z,2024-05-10T20:47:33.431000Z,2024-05-09T18:37:14.396305Z,968,C1E7Y3R1,1242,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663d16c0992aa82fa322d9c8,63468b5809bf04222262bfed,APPROVED,Not Applicable,2024-05-09T18:32:32.213000Z,2024-05-09T19:22:35.759000Z,2024-05-10T20:48:08.673000Z,2024-05-09T19:23:11.089001Z,3004,C1E7Y3R1,1899,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
