submission_id,participant_id,status,custom_study_tncs_accepted_at,started_at,completed_at,reviewed_at,archived_at,time_taken,completion_code,total_approvals,fluent_languages,age,sex,ethnicity_simplified,country_of_birth,country_of_residence,nationality,language,student_status,employment_status
663d16c2b2d8b1df744bd266,5c4b987538878c0001c7883b,APPROVED,Not Applicable,2024-05-09T18:32:34.531000Z,2024-05-09T19:04:50.747000Z,2024-05-10T20:48:55.303000Z,2024-05-09T19:04:51.726403Z,1937,C1E7Y3R1,1817,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663dd80483faf4eacc0a76d1,6034da6b08183eee8cc990ea,APPROVED,Not Applicable,2024-05-10T08:17:13.250000Z,2024-05-10T08:31:38.306000Z,2024-05-10T20:49:56.179000Z,2024-05-10T08:32:24.419546Z,866,C1E7Y3R1,634,English,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
663dd831f0a2471874b4821b,5ba17c2d6d7a520001bfabae,APPROVED,Not Applicable,2024-05-10T08:17:59.280000Z,2024-05-10T08:49:27.211000Z,2024-05-10T20:54:11.830000Z,2024-05-10T08:49:27.776835Z,1888,C1E7Y3R1,2396,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663dd8a11b474305181adda9,60a9e0e4d2741b11c3ed7b8f,APPROVED,Not Applicable,2024-05-10T08:19:51.562000Z,2024-05-10T09:05:27.089000Z,2024-05-11T09:03:22.591000Z,2024-05-10T09:05:49.047104Z,2736,C1E7Y3R1,444,English,25,Female,White,Canada,Canada,Canada,English,No,Part-Time
663dd8a567e78abf6ed099b5,61716052a11968c4644776b7,APPROVED,Not Applicable,2024-05-10T08:23:23.236000Z,2024-05-10T08:50:57.530000Z,2024-05-11T09:05:58.128000Z,2024-05-10T08:50:58.052802Z,1655,C1E7Y3R1,890,"Polish, English",39,Male,White,Poland,United Kingdom,Poland,English,No,Full-Time
663dd8b7008b8d344aaa510b,605d4d0ddbd0e2b1eccda697,APPROVED,Not Applicable,2024-05-10T08:20:11.851000Z,2024-05-10T08:49:27.240000Z,2024-05-11T09:04:05.250000Z,2024-05-10T08:49:27.896685Z,1756,C1E7Y3R1,238,English,28,Female,White,Australia,Australia,Australia,English,No,Part-Time
663dd8edced268be20f06369,5d7824b816dea6000130d65f,APPROVED,Not Applicable,2024-05-10T08:21:09.512000Z,2024-05-10T09:09:48.194000Z,2024-05-11T09:04:45.329000Z,2024-05-10T09:09:48.875334Z,2919,C1E7Y3R1,1375,English,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663dd94b00b81be83a9eb09f,5f4a33e6d0e4f9031cdc7428,APPROVED,Not Applicable,2024-05-10T08:22:42.791000Z,2024-05-10T08:44:05.567000Z,2024-05-11T09:05:05.624000Z,2024-05-10T08:44:06.107774Z,1283,C1E7Y3R1,555,English,31,Female,White,United Kingdom,Sweden,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663dd976e113c9b3ca038d5e,647bf1b8c38fb00c758a8851,RETURNED,Not Applicable,2024-05-10T08:23:39.532000Z,2024-05-10T08:24:42.962000Z,,2024-05-10T09:25:06.950623Z,,C1E2C046,225,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663dd9a14a39cbf1ee1ade02,5ffd3f5a81fc4f21eaa9ba9f,APPROVED,Not Applicable,2024-05-10T08:24:05.390000Z,2024-05-10T08:51:21.043000Z,2024-05-11T09:06:40.132000Z,2024-05-10T08:51:21.519555Z,1636,C1E7Y3R1,187,English,21,Male,Asian,Canada,Canada,Canada,Vietnamese,Yes,Part-Time
663dd9e4fb6e9a3e20763017,5ad44f87459c35000113830e,APPROVED,Not Applicable,2024-05-10T08:25:17.688000Z,2024-05-10T08:50:11.987000Z,2024-05-11T09:07:02.203000Z,2024-05-10T08:50:12.616004Z,1495,C1E7Y3R1,819,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663ddb82b5eb672ab8dd9169,65142b520a558f5b7e621b61,APPROVED,Not Applicable,2024-05-10T08:33:12.923000Z,2024-05-10T09:11:57.796000Z,2024-05-11T09:07:22.341000Z,2024-05-10T09:11:58.571852Z,2325,C1E7Y3R1,101,"Tagalog-Filipino, English",19,Male,Asian,Philippines,Australia,Australia,Tagalog-Filipino,Yes,Part-Time
663dde627b04c6cf9bc468dd,59497c498fb2140001afda85,APPROVED,Not Applicable,2024-05-10T08:44:23.868000Z,2024-05-10T09:02:31.414000Z,2024-05-11T09:07:46.865000Z,2024-05-10T09:05:22.600896Z,1088,C1E7Y3R1,1466,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663ddfa591c06474cf65e40b,65a3ec77f674ac3e98f0c6ac,APPROVED,Not Applicable,2024-05-10T08:54:25.932000Z,2024-05-10T09:16:43.757000Z,2024-05-11T09:10:30.482000Z,2024-05-10T09:16:44.286216Z,1338,C1E7Y3R1,145,"Dutch, English",25,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
663ddfcffbb5f9c2fd004ded,6565f3b379d54150868b89d8,APPROVED,Not Applicable,2024-05-10T08:50:23.813000Z,2024-05-10T09:15:20.121000Z,2024-05-11T09:08:03.346000Z,2024-05-10T09:15:23.367193Z,1497,C1E7Y3R1,367,"English, Greek",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663ddff2fbd1c5890817d0bf,5c0a502a2bfc8b0001813992,APPROVED,Not Applicable,2024-05-10T08:52:20.339000Z,2024-05-10T09:22:00.674000Z,2024-05-11T09:09:05.717000Z,2024-05-10T09:24:08.106953Z,1781,C1E7Y3R1,1904,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663de00ab40dd63d518cf9e9,5b4b859e11d39e00017bc223,APPROVED,Not Applicable,2024-05-10T08:51:27.229000Z,2024-05-10T09:07:34.219000Z,2024-05-11T09:08:35.739000Z,2024-05-10T09:07:34.750606Z,967,C1E7Y3R1,1852,English,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
663de2bf39c1345822d2618c,5b9b8570805e5d0001c61ad3,APPROVED,Not Applicable,2024-05-10T09:03:06.081000Z,2024-05-10T09:22:02.023000Z,2024-05-11T09:12:14.563000Z,2024-05-10T09:24:09.153929Z,1136,C1E7Y3R1,630,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
663de3609f65664e53046eb4,63ced2ac873e8ce2bfbd9f0f,APPROVED,Not Applicable,2024-05-10T09:05:42.820000Z,2024-05-10T09:22:30.277000Z,2024-05-11T09:18:05.055000Z,2024-05-10T09:24:11.661639Z,1008,C1E7Y3R1,809,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663de3e19859e33c486e5a11,655bce993fccd0170a5a56a3,APPROVED,Not Applicable,2024-05-10T09:07:56.909000Z,2024-05-10T09:30:53.788000Z,2024-05-11T09:18:28.043000Z,2024-05-10T09:31:43.023202Z,1377,C1E7Y3R1,173,English,24,Female,Mixed,Cyprus,United Kingdom,United Kingdom,English,No,Full-Time
663de45f911eb8684456554f,63d05dfdf2faf2f6c3910784,APPROVED,Not Applicable,2024-05-10T09:11:02.076000Z,2024-05-10T09:46:06.098000Z,2024-05-11T09:19:30.145000Z,2024-05-10T09:47:04.177823Z,2105,C1E7Y3R1,703,English,31,Female,White,Australia,Australia,Australia,English,No,DATA_EXPIRED
663de4e49bef6312ddb424af,630381b587675d45be2c3c16,APPROVED,Not Applicable,2024-05-10T09:12:22.328000Z,2024-05-10T09:29:40.746000Z,2024-05-11T09:19:58.549000Z,2024-05-10T09:31:31.973564Z,1039,C1E7Y3R1,738,English,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663de6dfe8580bbb5dcb6f5f,64dd27e89ef24c0b30506762,APPROVED,Not Applicable,2024-05-10T09:20:31.319000Z,2024-05-10T09:45:06.476000Z,2024-05-11T09:20:26.048000Z,2024-05-10T09:46:40.016289Z,1476,C1E7Y3R1,153,English,23,Male,Asian,New Zealand,New Zealand,New Zealand,English,No,DATA_EXPIRED
663de738ebb4be1a0503d084,63d3f953f8fb0fe970f0d0c6,APPROVED,Not Applicable,2024-05-10T09:22:00.694000Z,2024-05-10T09:48:43.722000Z,2024-05-11T09:31:28.126000Z,2024-05-10T09:48:44.292992Z,1604,C1E7Y3R1,751,"Bulgarian, English, Russian",33,Female,White,Bulgaria,United Kingdom,United Kingdom,Bulgarian,No,Full-Time
663de73fba1dd3bc826c604e,65c4ecd8921782e1af2ed682,APPROVED,Not Applicable,2024-05-10T09:22:07.012000Z,2024-05-10T09:45:26.641000Z,2024-05-11T09:31:52.756000Z,2024-05-10T09:46:47.302064Z,1400,C1E7Y3R1,187,English,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
663de756925fdbc0356e5b65,5f7ea88de0017818591618df,APPROVED,Not Applicable,2024-05-10T09:22:30.308000Z,2024-05-10T09:49:49.854000Z,2024-05-11T09:32:17.806000Z,2024-05-10T09:49:50.614232Z,1640,C1E7Y3R1,110,English,21,Female,White,New Zealand,New Zealand,New Zealand,English,Yes,Part-Time
663de7697cb6b6dec513fc19,5e1b307333e83535d72af1e5,APPROVED,Not Applicable,2024-05-10T09:22:55.431000Z,2024-05-10T09:39:28.431000Z,2024-05-11T09:32:54.046000Z,2024-05-10T09:39:29.844432Z,993,C1E7Y3R1,1373,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
663de90b86676a8de4ff7f9c,60461bfeeac81b04cf62f7a6,APPROVED,Not Applicable,2024-05-10T09:29:47.447000Z,2024-05-10T09:56:56.694000Z,2024-05-11T09:33:32.161000Z,2024-05-10T09:56:57.346471Z,1630,C1E7Y3R1,1841,English,62,Female,White,Malawi,United Kingdom,United Kingdom,English,No,Part-Time
663de94d80065bc197ecea82,59609bdb599b690001ef2c59,APPROVED,Not Applicable,2024-05-10T09:30:53.928000Z,2024-05-10T10:00:36.731000Z,2024-05-11T09:34:06.809000Z,2024-05-10T10:02:18.400824Z,1783,C1E7Y3R1,1490,English,73,Male,White,United Kingdom,New Zealand,United Kingdom,English,No,Unemployed (and job seeking)
663de9cdf88cef05b2a52e90,65e709a37544bf878029f5b4,APPROVED,Not Applicable,2024-05-10T09:33:01.410000Z,2024-05-10T10:07:58.285000Z,2024-05-11T09:45:24.393000Z,2024-05-10T10:07:59.040113Z,2097,C1E7Y3R1,111,English,26,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
663deb50a6c1454141e9763c,644cdee223c4b93bf46c7301,APPROVED,Not Applicable,2024-05-10T09:39:28.498000Z,2024-05-10T10:00:11.456000Z,2024-05-11T09:45:44.311000Z,2024-05-10T10:02:15.076397Z,1243,C1E7Y3R1,850,English,30,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
663decb6d48a8987ef54b147,6413603a62c72120012e05be,APPROVED,Not Applicable,2024-05-10T09:45:26.756000Z,2024-05-10T10:07:55.381000Z,2024-05-11T09:46:00.565000Z,2024-05-10T10:07:55.893180Z,1349,C1E7Y3R1,1008,"Bengali, English",20,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
663decde77a2531056c454b3,5b2c0994f1ca3c000190196a,APPROVED,Not Applicable,2024-05-10T09:46:14.218000Z,2024-05-10T10:08:31.110000Z,2024-05-11T09:47:20.606000Z,2024-05-10T10:08:31.646680Z,1337,C1E7Y3R1,786,"English, Polish",40,Female,White,Poland,United Kingdom,United Kingdom,Polish,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663ded81ff7a4cc029924f9f,62e25115fb932baf4a93173f,APPROVED,Not Applicable,2024-05-10T09:48:56.985000Z,2024-05-10T10:06:12.339000Z,2024-05-11T09:48:07.141000Z,2024-05-10T10:06:12.848102Z,1036,C1E7Y3R1,1306,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663dedbe32fcbf1992e0b223,606041fc7e7b32b934840f3d,APPROVED,Not Applicable,2024-05-10T09:49:56.777000Z,2024-05-10T10:12:23.061000Z,2024-05-11T09:49:00.086000Z,2024-05-10T10:12:26.297465Z,1347,C1E7Y3R1,512,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663dedc7c40f795736fd6747,6400c176195e0363ae8f6e1f,APPROVED,Not Applicable,2024-05-10T09:51:43.680000Z,2024-05-10T11:08:17.290000Z,2024-05-11T09:49:20.331000Z,2024-05-10T11:08:17.805438Z,4594,NOCODE,674,"English, German",32,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
663dee449979f96179987743,63e96aac1a64f6442aeadf72,APPROVED,Not Applicable,2024-05-10T09:52:26.278000Z,2024-05-10T10:12:35.932000Z,2024-05-11T09:49:58.892000Z,2024-05-10T10:12:36.385217Z,1210,C1E7Y3R1,482,English,36,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
663def6ddfb129e1183b8817,6546571a2570caaa0d2db83c,APPROVED,Not Applicable,2024-05-10T09:57:56.048000Z,2024-05-10T10:19:15.109000Z,2024-05-11T09:52:42.160000Z,2024-05-10T10:19:15.647132Z,1280,C1E7Y3R1,143,"English, Dutch",29,Female,White,Netherlands,Netherlands,Netherlands,English,No,Full-Time
663df02b34dcc561bd0bcc96,62a33c442c64c9d129b53f32,APPROVED,Not Applicable,2024-05-10T10:00:22.191000Z,2024-05-10T10:22:06.625000Z,2024-05-11T09:58:15.449000Z,2024-05-10T10:22:07.479471Z,1305,C1E7Y3R1,946,English,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663df044cbaa02f19dcaed86,639b9b047b98a3d09a77a6c6,APPROVED,Not Applicable,2024-05-10T10:08:06.015000Z,2024-05-10T11:17:55.273000Z,2024-05-11T10:01:10.455000Z,2024-05-10T11:17:55.993824Z,4190,C1E7Y3R1,1013,"English, French, German",32,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
663df1fc23aab964022ae373,6315fd72852e279a1a13e5f1,APPROVED,Not Applicable,2024-05-10T10:07:56.125000Z,2024-05-10T10:41:07.087000Z,2024-05-11T10:00:46.235000Z,2024-05-10T10:41:07.657993Z,1991,C1E7Y3R1,1132,English,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663df200bcc5579e16ea8273,6530316e660f5b8d9c11c00e,APPROVED,Not Applicable,2024-05-10T10:08:32.515000Z,2024-05-10T10:29:31.040000Z,2024-05-11T10:01:30.778000Z,2024-05-10T10:30:25.983509Z,1259,C1E7Y3R1,432,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663df26c39c73fd271df77a5,6529425c8642a206285c998b,APPROVED,Not Applicable,2024-05-10T10:12:03.016000Z,2024-05-10T10:38:32.918000Z,2024-05-11T10:03:10.485000Z,2024-05-10T10:40:22.695124Z,1590,C1E7Y3R1,394,"Chinese, English",25,Female,Asian,Australia,Australia,Australia,English,DATA_EXPIRED,DATA_EXPIRED
663df3075370fde9fe78f6fd,6432af145a86d0d903904850,APPROVED,Not Applicable,2024-05-10T10:12:23.707000Z,2024-05-10T10:53:19.060000Z,2024-05-11T10:03:50.524000Z,2024-05-10T10:53:19.865401Z,2456,C1E7Y3R1,705,English,29,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
663df319a7a5bbe22e0bcd85,59e795c062637600014a7d3f,APPROVED,Not Applicable,2024-05-10T10:13:04.065000Z,2024-05-10T10:28:12.261000Z,2024-05-11T10:04:12.614000Z,2024-05-10T10:30:08.300100Z,909,C1E7Y3R1,482,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663df61920bfdbc9d669d526,5c41e9263be7b70001fcf4ab,APPROVED,Not Applicable,2024-05-10T10:25:29.166000Z,2024-05-10T10:53:02.154000Z,2024-05-11T10:05:06.911000Z,2024-05-10T10:53:02.776616Z,1653,C1E7Y3R1,1600,English,45,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
663df6bca29471be429f25eb,5ec96e3609117f0a67231842,APPROVED,Not Applicable,2024-05-10T10:28:42.068000Z,2024-05-10T11:06:54.489000Z,2024-05-11T10:05:45.062000Z,2024-05-10T11:06:55.122700Z,2293,C1E7Y3R1,1839,English,52,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
663df70cb82d46e16b5fb922,65798c4acc7fdd994909cb76,APPROVED,Not Applicable,2024-05-10T10:29:32.605000Z,2024-05-10T11:00:27.765000Z,2024-05-11T10:06:39.074000Z,2024-05-10T11:00:53.044653Z,1856,C1E7Y3R1,168,"Dutch, English",39,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Unemployed (and job seeking)
663df929a29471be429f2681,6545c72ce36b05a1f97d2052,APPROVED,Not Applicable,2024-05-10T10:38:38.823000Z,2024-05-10T11:06:52.740000Z,2024-05-11T10:07:01.702000Z,2024-05-10T11:06:53.329976Z,1694,C1E7Y3R1,216,English,39,Male,White,Australia,Australia,Australia,English,No,Full-Time
663df9c570771ac5c991a912,657421f9661ce9a8cd7482d1,APPROVED,Not Applicable,2024-05-10T10:41:58.354000Z,2024-05-10T11:35:22.904000Z,2024-05-11T10:16:52.975000Z,2024-05-10T11:35:23.537062Z,3205,C1E7Y3R1,296,English,26,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Unemployed (and job seeking)
663dfc93f6239c0f9fd0810e,63cee98c7cce75401646795a,APPROVED,Not Applicable,2024-05-10T10:53:44.344000Z,2024-05-10T11:15:50.781000Z,2024-05-11T10:20:29.939000Z,2024-05-10T11:15:51.320407Z,1327,C1E7Y3R1,935,"English, Chinese",45,Male,Asian,Hong Kong,United Kingdom,United Kingdom,English,No,Full-Time
663dfc9fadb24a6bfd091239,5e4886f1da7b943284265869,APPROVED,Not Applicable,2024-05-10T10:53:19.244000Z,2024-05-10T11:44:54.736000Z,2024-05-11T10:17:28.942000Z,2024-05-10T11:44:55.352489Z,3096,C1E7Y3R1,135,English,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663dfe4fc33e984128729c33,6599643febd11bae8858cc8a,APPROVED,Not Applicable,2024-05-10T11:00:42.694000Z,2024-05-10T11:18:44.704000Z,2024-05-11T10:52:46.063000Z,2024-05-10T11:21:06.804616Z,1083,C1E7Y3R1,103,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663dffd0b447fa9cd7c8c26a,5774ed97d8e8880001b2ff6c,APPROVED,Not Applicable,2024-05-10T11:06:56.247000Z,2024-05-10T11:46:52.991000Z,2024-05-11T11:03:16.076000Z,2024-05-10T11:46:53.698958Z,2397,C1E7Y3R1,3158,English,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663dffd21d6d94c065c11a3c,5d8cb1c93a7d5c00196eae92,APPROVED,Not Applicable,2024-05-10T11:07:58.273000Z,2024-05-10T11:43:20.552000Z,2024-05-11T11:04:10.851000Z,2024-05-10T11:44:27.516635Z,2123,C1E7Y3R1,2228,"Chinese, English",47,Male,Asian,China,United Kingdom,United Kingdom,Chinese,No,Full-Time
663e00212ffb938b441b8ddb,5996d2256b939900012d9f22,APPROVED,Not Applicable,2024-05-10T11:08:17.340000Z,2024-05-10T11:37:46.264000Z,2024-05-11T11:08:21.175000Z,2024-05-10T11:37:47.145248Z,1769,C1E7Y3R1,3973,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663e01e8dcec776deed09758,5eadaff848b26f4483ae62d9,APPROVED,Not Applicable,2024-05-10T11:15:57.450000Z,2024-05-10T11:37:37.630000Z,2024-05-11T11:10:26.841000Z,2024-05-10T11:37:38.283136Z,1301,C1E7Y3R1,3532,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663e026398ad474635c8c2ec,6607f7bf9cd99845dfeadef5,APPROVED,Not Applicable,2024-05-10T11:17:55.293000Z,2024-05-10T12:05:25.131000Z,2024-05-11T11:09:40.730000Z,2024-05-10T12:06:00.439237Z,2850,C1E7Y3R1,165,English,29,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
663e1fd0eacfdc715c839f5b,5fe1053fad8fbab3583b4ecf,APPROVED,Not Applicable,2024-05-10T13:23:35.886000Z,2024-05-10T13:46:20.774000Z,2024-05-11T11:09:48.659000Z,2024-05-10T13:47:10.690990Z,1365,C1E7Y3R1,224,English,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
663f5ec02e128dbb738c9864,5e332dec41d1cd30b905bdfe,APPROVED,Not Applicable,2024-05-11T12:04:33.194000Z,2024-05-11T12:30:34.394000Z,2024-05-11T14:29:02.420000Z,2024-05-11T12:30:34.917919Z,1562,C1E7Y3R1,341,English,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663f5ec72814424115da5964,577bfa3c9fecfe0001a5bcbf,APPROVED,Not Applicable,2024-05-11T12:04:48.929000Z,2024-05-11T12:29:17.716000Z,2024-05-11T14:30:06.797000Z,2024-05-11T12:29:18.140137Z,1469,C1E7Y3R1,739,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663f5eef7d50f1ec92e1423d,62c1f284b5ce5f4d8840ea7c,APPROVED,Not Applicable,2024-05-11T12:05:17.185000Z,2024-05-11T12:31:40.987000Z,2024-05-11T14:30:30.763000Z,2024-05-11T12:31:41.560468Z,1584,C1E7Y3R1,726,"Afrikaans, English",60,Female,Black,Ghana,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663f68247b165c38262a5a57,62a447d91e71bfacd2e8c006,APPROVED,Not Applicable,2024-05-11T12:44:52.674000Z,2024-05-11T13:19:40.555000Z,2024-05-11T14:30:56.536000Z,2024-05-11T13:19:41.337957Z,2088,C1E7Y3R1,1081,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663ba55053642343dd9bf28e,6481654c07741058598004f7,RETURNED,Not Applicable,2024-05-08T16:16:22.297000Z,,,,,,307,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bb19e09f4f84a36a08c27,6012ed349807110d8eb941a6,RETURNED,Not Applicable,2024-05-08T17:08:51.761000Z,,,,,,1676,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bb28930f7f02cf6be0ead,653e69acd1d1340f02fa4cbc,RETURNED,Not Applicable,2024-05-08T17:23:00.063000Z,,,,,,456,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bb2e0617925f79d2057f3,5dc18d07b98b120f0666da6f,RETURNED,Not Applicable,2024-05-08T17:14:08.577000Z,,,,,,254,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bbbf272ad5cde476634d6,5daa50967776b10016e1bc9b,RETURNED,Not Applicable,2024-05-08T17:52:50.397000Z,,,,,,1919,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bbd1ea86b8d1c8580ff97,62d2c9d825a0449c13aa42cc,RETURNED,Not Applicable,2024-05-08T18:07:50.824000Z,,,,,,937,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bbd2908e6be480c4138a5,636a354233b567a40c34ef2f,RETURNED,Not Applicable,2024-05-08T17:58:01.627000Z,2024-05-08T18:04:21.239000Z,,2024-05-08T18:04:22.328000Z,,C1E2C046,1066,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bbe356a8bdd67e716ad72,632b3639f61612815d100608,RETURNED,Not Applicable,2024-05-08T18:02:49.969000Z,,,,,,820,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bbea545abc09ad625aa75,653bee4e20de33bbd08c46c5,RETURNED,Not Applicable,2024-05-08T18:04:21.289000Z,,,,,,583,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bc15cf2b9cd46105fd8a4,5dff767f69a117bc2fbd4be8,RETURNED,Not Applicable,2024-05-08T18:15:56.352000Z,,,,,,1004,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bc289231e7b419c456b3b,660a9e67953a82733f06c302,RETURNED,Not Applicable,2024-05-08T18:20:57.454000Z,2024-05-08T18:24:52.918000Z,,2024-05-08T18:24:53.615000Z,,C1E2C046,207,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bc2bb1858e99de7d6b8a7,5dec6a96da522335df62a1b5,RETURNED,Not Applicable,2024-05-08T18:22:00.993000Z,,,,,,1062,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bc4227728ad85e2e6ef9b,6385fd4f0e0133c619851b7e,RETURNED,Not Applicable,2024-05-08T18:27:46.934000Z,2024-05-08T19:15:20.887000Z,,2024-05-08T19:16:19.387000Z,,NOCODE,859,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
